area_name,area_code,age,age_lower,age_higher,week_ending,weekly_admissions,weekly_rate
London,E40000003,0 - 5 years,0,5,2022-04-06,61,8.5
London,E40000003,0 - 5 years,0,5,2022-03-30,58,8.100000000000023
London,E40000003,0 - 5 years,0,5,2022-03-23,65,9.099999999999966
London,E40000003,0 - 5 years,0,5,2022-03-16,41,5.7000000000000455
London,E40000003,0 - 5 years,0,5,2022-03-09,54,7.5
London,E40000003,0 - 5 years,0,5,2022-03-02,39,5.5
London,E40000003,0 - 5 years,0,5,2022-02-23,41,5.699999999999989
London,E40000003,0 - 5 years,0,5,2022-02-16,47,6.5
London,E40000003,0 - 5 years,0,5,2022-02-09,60,8.399999999999977
London,E40000003,0 - 5 years,0,5,2022-02-02,78,10.900000000000034
London,E40000003,0 - 5 years,0,5,2022-01-26,98,13.699999999999989
London,E40000003,0 - 5 years,0,5,2022-01-19,101,14
London,E40000003,0 - 5 years,0,5,2022-01-12,82,11.5
London,E40000003,0 - 5 years,0,5,2022-01-05,125,17.399999999999977
London,E40000003,0 - 5 years,0,5,2021-12-29,108,15.100000000000023
London,E40000003,0 - 5 years,0,5,2021-12-22,70,9.799999999999983
London,E40000003,0 - 5 years,0,5,2021-12-15,42,5.800000000000011
London,E40000003,0 - 5 years,0,5,2021-12-08,26,3.5999999999999943
London,E40000003,0 - 5 years,0,5,2021-12-01,20,2.8000000000000114
London,E40000003,0 - 5 years,0,5,2021-11-24,22,3.0999999999999943
London,E40000003,0 - 5 years,0,5,2021-11-17,24,3.4000000000000057
London,E40000003,0 - 5 years,0,5,2021-11-10,15,2
London,E40000003,0 - 5 years,0,5,2021-11-03,12,1.6999999999999886
London,E40000003,0 - 5 years,0,5,2021-10-27,20,2.8000000000000114
London,E40000003,0 - 5 years,0,5,2021-10-20,23,3.1999999999999886
London,E40000003,0 - 5 years,0,5,2021-10-13,15,2.0999999999999943
London,E40000003,0 - 5 years,0,5,2021-10-06,7,1
London,E40000003,0 - 5 years,0,5,2021-09-29,14,1.9000000000000057
London,E40000003,0 - 5 years,0,5,2021-09-22,12,1.6999999999999886
London,E40000003,0 - 5 years,0,5,2021-09-15,15,2.1000000000000227
London,E40000003,0 - 5 years,0,5,2021-09-08,20,2.799999999999983
London,E40000003,0 - 5 years,0,5,2021-09-01,35,4.900000000000006
London,E40000003,0 - 5 years,0,5,2021-08-25,24,3.3000000000000114
London,E40000003,0 - 5 years,0,5,2021-08-18,25,3.5
London,E40000003,0 - 5 years,0,5,2021-08-11,28,3.8999999999999773
London,E40000003,0 - 5 years,0,5,2021-08-04,24,3.4000000000000057
London,E40000003,0 - 5 years,0,5,2021-07-28,27,3.700000000000017
London,E40000003,0 - 5 years,0,5,2021-07-21,25,3.499999999999986
London,E40000003,0 - 5 years,0,5,2021-07-14,26,3.700000000000003
London,E40000003,0 - 5 years,0,5,2021-07-07,12,1.5999999999999943
London,E40000003,0 - 5 years,0,5,2021-06-30,8,1.1000000000000085
London,E40000003,0 - 5 years,0,5,2021-06-23,9,1.2999999999999972
London,E40000003,0 - 5 years,0,5,2021-06-16,9,1.2999999999999972
London,E40000003,0 - 5 years,0,5,2021-06-09,6,0.7999999999999972
London,E40000003,0 - 5 years,0,5,2021-06-02,6,0.8000000000000114
London,E40000003,0 - 5 years,0,5,2021-05-26,3,0.3999999999999915
London,E40000003,0 - 5 years,0,5,2021-05-19,4,0.6000000000000085
London,E40000003,0 - 5 years,0,5,2021-05-12,5,0.6999999999999886
London,E40000003,0 - 5 years,0,5,2021-05-05,5,0.7000000000000028
London,E40000003,0 - 5 years,0,5,2021-04-28,1,0.10000000000000853
London,E40000003,0 - 5 years,0,5,2021-04-21,3,0.5
London,E40000003,0 - 5 years,0,5,2021-04-14,3,0.3999999999999915
London,E40000003,0 - 5 years,0,5,2021-04-07,4,0.5
London,E40000003,0 - 5 years,0,5,2021-03-31,2,0.29999999999999716
London,E40000003,0 - 5 years,0,5,2021-03-24,5,0.7000000000000028
London,E40000003,0 - 5 years,0,5,2021-03-17,2,0.29999999999999716
London,E40000003,0 - 5 years,0,5,2021-03-10,9,1.2000000000000028
London,E40000003,0 - 5 years,0,5,2021-03-03,10,1.4000000000000057
London,E40000003,0 - 5 years,0,5,2021-02-24,16,2.299999999999997
London,E40000003,0 - 5 years,0,5,2021-02-17,14,1.9000000000000057
London,E40000003,0 - 5 years,0,5,2021-02-10,21,3
London,E40000003,0 - 5 years,0,5,2021-02-03,20,2.6999999999999886
London,E40000003,0 - 5 years,0,5,2021-01-27,40,5.6000000000000085
London,E40000003,0 - 5 years,0,5,2021-01-20,45,6.299999999999997
London,E40000003,0 - 5 years,0,5,2021-01-13,60,8.400000000000006
London,E40000003,0 - 5 years,0,5,2021-01-06,58,8.099999999999994
London,E40000003,0 - 5 years,0,5,2020-12-30,62,8.600000000000001
London,E40000003,0 - 5 years,0,5,2020-12-23,43,6
London,E40000003,0 - 5 years,0,5,2020-12-16,19,2.6999999999999957
London,E40000003,0 - 5 years,0,5,2020-12-09,14,1.9000000000000057
London,E40000003,0 - 5 years,0,5,2020-12-02,10,1.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-11-25,10,1.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-11-18,11,1.5
London,E40000003,0 - 5 years,0,5,2020-11-11,14,2
London,E40000003,0 - 5 years,0,5,2020-11-04,12,1.7000000000000028
London,E40000003,0 - 5 years,0,5,2020-10-28,13,1.7999999999999972
London,E40000003,0 - 5 years,0,5,2020-10-21,8,1.1000000000000014
London,E40000003,0 - 5 years,0,5,2020-10-14,12,1.6999999999999957
London,E40000003,0 - 5 years,0,5,2020-10-07,3,0.4000000000000057
London,E40000003,0 - 5 years,0,5,2020-09-30,4,0.5999999999999943
London,E40000003,0 - 5 years,0,5,2020-09-23,4,0.5
London,E40000003,0 - 5 years,0,5,2020-09-16,3,0.4000000000000057
London,E40000003,0 - 5 years,0,5,2020-09-09,0,0
London,E40000003,0 - 5 years,0,5,2020-09-02,1,0.19999999999999574
London,E40000003,0 - 5 years,0,5,2020-08-26,0,0
London,E40000003,0 - 5 years,0,5,2020-08-19,1,0.10000000000000142
London,E40000003,0 - 5 years,0,5,2020-08-12,3,0.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-08-05,0,0
London,E40000003,0 - 5 years,0,5,2020-07-29,1,0.20000000000000284
London,E40000003,0 - 5 years,0,5,2020-07-22,3,0.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-07-15,6,0.7999999999999972
London,E40000003,0 - 5 years,0,5,2020-07-08,2,0.30000000000000426
London,E40000003,0 - 5 years,0,5,2020-07-01,21,2.8999999999999986
London,E40000003,0 - 5 years,0,5,2020-06-24,15,2.1000000000000014
London,E40000003,0 - 5 years,0,5,2020-06-17,3,0.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-06-10,7,1
London,E40000003,0 - 5 years,0,5,2020-06-03,3,0.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-05-27,6,0.9000000000000021
London,E40000003,0 - 5 years,0,5,2020-05-20,3,0.3999999999999986
London,E40000003,0 - 5 years,0,5,2020-05-13,5,0.6999999999999993
London,E40000003,0 - 5 years,0,5,2020-05-06,18,2.5
London,E40000003,0 - 5 years,0,5,2020-04-29,24,3.3000000000000007
London,E40000003,0 - 5 years,0,5,2020-04-22,19,2.6999999999999993
London,E40000003,0 - 5 years,0,5,2020-04-15,34,4.700000000000001
London,E40000003,0 - 5 years,0,5,2020-04-08,26,3.700000000000001
London,E40000003,0 - 5 years,0,5,2020-04-01,36,4.999999999999999
London,E40000003,0 - 5 years,0,5,2020-03-25,23,3.2
London,E40000003,18 - 64 years,18,64,2022-04-06,565,9.699999999999932
London,E40000003,18 - 64 years,18,64,2022-03-30,586,10
London,E40000003,18 - 64 years,18,64,2022-03-23,551,9.399999999999977
London,E40000003,18 - 64 years,18,64,2022-03-16,505,8.600000000000023
London,E40000003,18 - 64 years,18,64,2022-03-09,393,6.7000000000000455
London,E40000003,18 - 64 years,18,64,2022-03-02,336,5.7999999999999545
London,E40000003,18 - 64 years,18,64,2022-02-23,317,5.399999999999977
London,E40000003,18 - 64 years,18,64,2022-02-16,390,6.600000000000023
London,E40000003,18 - 64 years,18,64,2022-02-09,469,8
London,E40000003,18 - 64 years,18,64,2022-02-02,554,9.5
London,E40000003,18 - 64 years,18,64,2022-01-26,642,11
London,E40000003,18 - 64 years,18,64,2022-01-19,831,14.100000000000023
London,E40000003,18 - 64 years,18,64,2022-01-12,965,16.5
London,E40000003,18 - 64 years,18,64,2022-01-05,1186,20.299999999999955
London,E40000003,18 - 64 years,18,64,2021-12-29,1440,24.600000000000023
London,E40000003,18 - 64 years,18,64,2021-12-22,1068,18.200000000000045
London,E40000003,18 - 64 years,18,64,2021-12-15,679,11.600000000000023
London,E40000003,18 - 64 years,18,64,2021-12-08,478,8.199999999999932
London,E40000003,18 - 64 years,18,64,2021-12-01,393,6.7000000000000455
London,E40000003,18 - 64 years,18,64,2021-11-24,347,5.899999999999977
London,E40000003,18 - 64 years,18,64,2021-11-17,388,6.600000000000023
London,E40000003,18 - 64 years,18,64,2021-11-10,362,6.199999999999932
London,E40000003,18 - 64 years,18,64,2021-11-03,330,5.600000000000023
London,E40000003,18 - 64 years,18,64,2021-10-27,352,6
London,E40000003,18 - 64 years,18,64,2021-10-20,371,6.399999999999977
London,E40000003,18 - 64 years,18,64,2021-10-13,281,4.800000000000068
London,E40000003,18 - 64 years,18,64,2021-10-06,287,4.899999999999977
